"source","listing_no","room_id","url","agency","agent_name","agent_phone","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","area_m2","floor","direction","parking","move_in","approval_date","building_use","options","security_options","image_1","image_2","crawl_note"
"dabang","56544473","69dda9e2e622750cdf151cf9","https://www.dabangapp.com/room/69dda9e2e622750cdf151cf9","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2739752421952","127.041668127998","dong_only_ask_agency_for_exact_jibun","8Run아주대삼거리인근. 분리형원룸. 깔끔함8","300","42","8","50","원룸","19.83","2층/3층","남","가능","2026.05.09 (협의 가능)","2003.01.08","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","","https://d1774jszgerdmk.cloudfront.net/1024/EHfHyCWrXg4aUk3-H4hek","https://d1774jszgerdmk.cloudfront.net/1024/Icdmv9LLR83PqThuVnXha",""
"dabang","56077858","69ba2fd6eee2bd5267c559de","https://www.dabangapp.com/room/69ba2fd6eee2bd5267c559de","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2774487840702","127.044069486394","dong_only_ask_agency_for_exact_jibun","O아주대 1분컷/ 대로변 안전한집 /빅 사이즈 원룸O","500","45","5","50","원룸","23.14","4층/4층","북서","불가능","2026.05.01 (협의 가능)","1990.12.27","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","","https://d1774jszgerdmk.cloudfront.net/1024/qA3tBK8fdfiBA28XTFXMC","https://d1774jszgerdmk.cloudfront.net/1024/pGBjElPgjrRujLSlwsqra",""
"dabang","57082390","6a07cb8a7f24cf3c6c255267","https://www.dabangapp.com/room/6a07cb8a7f24cf3c6c255267","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2737940423","127.044396587","dong_only_ask_agency_for_exact_jibun","H 주방분리, 남동향, 빠른입주, 버스정류장 가까움 H","1000","45","8","53","원룸(분리형)","19.83","2층/4층","남동","가능","즉시 입주","2011.12.27","제2종근린생활시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기","","https://d1774jszgerdmk.cloudfront.net/1024/tHV1TXNydP_Zrlp9dtm7h","https://d1774jszgerdmk.cloudfront.net/1024/b5u80x7OZQKe-Yh8P9cMT",""
"dabang","57049767","6a0540e6e895d54e3b58f36c","https://www.dabangapp.com/room/6a0540e6e895d54e3b58f36c","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2773727917","127.0448812832","dong_only_ask_agency_for_exact_jibun","oOㅣ아주대 도보 1분컷 ㅣ갓성비 분리형ㅣ남향ㅣOo","500","45","10","55","원룸","23.14","3층/4층","남","가능","즉시 입주","2011.12.30","제2종근린생활시설","벽걸이형; 책상; 옷장; 신발장; 냉장고; 세탁기; 전자레인지","","https://d1774jszgerdmk.cloudfront.net/1024/rnLuc3nITob-AdbasR58A","https://d1774jszgerdmk.cloudfront.net/1024/5cL21duMRPZCjdq8NtSFC",""
"dabang","56986991","6a013fb83b5194098947ed6c","https://www.dabangapp.com/room/6a013fb83b5194098947ed6c","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2782990999","127.0447780966","dong_only_ask_agency_for_exact_jibun","H 아주대,아주대 병원 초근접, 가성비 원룸 H","500","50","6","56","원룸","23.14","2층/3층","북동","가능","즉시 입주","1990.02.06","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","","https://d1774jszgerdmk.cloudfront.net/1024/WFNKxu9xsBkTIn_97IQUd","https://d1774jszgerdmk.cloudfront.net/1024/taKpYLH158M_gRQeuY5hu",""
"dabang","56980338","6a01294f8fd87c619e26046a","https://www.dabangapp.com/room/6a01294f8fd87c619e26046a","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2782990999","127.0447780966","dong_only_ask_agency_for_exact_jibun","8아주대코앞 큰원룸 저렴함 풀옵션 즉시입주 인기매물8","500","50","6","56","원룸","23.14","2층/3층","북동","가능","2026.06.26 (협의 가능)","1990.02.06","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","","https://d1774jszgerdmk.cloudfront.net/1024/9zmoJdPIrXC6wRCfJZNsM","https://d1774jszgerdmk.cloudfront.net/1024/LPuhyqOANmKf3CllKDKVy",""
"dabang","57083177","6a07d0180d4e3a394fa600e4","https://www.dabangapp.com/room/6a07d0180d4e3a394fa600e4","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2773727917","127.0448812832","dong_only_ask_agency_for_exact_jibun","H 학생 , 직장인 추천 , 버스정류장 근처, 남향 H","500","48","10","58","원룸","19.83","2층/4층","남","가능","2026.07.04 (협의 가능)","2011.12.30","제2종근린생활시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기","","https://d1774jszgerdmk.cloudfront.net/1024/faPd7IOV80ZYmoL6BQqe3","https://d1774jszgerdmk.cloudfront.net/1024/Z2jNIimg_LDgycB_IiJiw",""
"dabang","57112390","6a0a9ee684a1d54779af8fcc","https://www.dabangapp.com/room/6a0a9ee684a1d54779af8fcc","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.27805828009275","127.04300090794112","dong_only_ask_agency_for_exact_jibun","8아주대도보5분컷,주방분리 조용한 원룸8","500","50","10","60","원룸","23.14","2층/4층","남","가능","즉시 입주 (협의 가능)","2008.08.29","단독주택","벽걸이형; 침대; 책상; 옷장; 냉장고; 세탁기; 싱크대; 가스레인지; 전자레인지; 베란다","","https://d1774jszgerdmk.cloudfront.net/1024/vimEAZgngh7q12bQQv3kR","https://d1774jszgerdmk.cloudfront.net/1024/vtPg9zrfnjpuoZsjWQyT0",""
"dabang","57119650","6a0ad840f01bda05830122b7","https://www.dabangapp.com/room/6a0ad840f01bda05830122b7","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2780582800928","127.043000907941","dong_only_ask_agency_for_exact_jibun","Oㅣ떳다ㅣ침대까지 풀옵션ㅣ아주대 도보3분컷ㅣO","500","50","10","60","원룸","23.14","2층/4층","남","가능","즉시 입주","2008.08.29","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 가스레인지; 전자레인지","","https://d1774jszgerdmk.cloudfront.net/1024/3z32PriQpJaoUEeluq07O","https://d1774jszgerdmk.cloudfront.net/1024/qV6Df7wRI6Qh2fw4Y3xu0",""
"dabang","56792540","69f079aff7f9ac5a342f8e6e","https://www.dabangapp.com/room/69f079aff7f9ac5a342f8e6e","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2743691476369","127.048379297994","dong_only_ask_agency_for_exact_jibun","8아주대학교 인근 즉시입주 깔끔한 원룸8","500","53","10","63","원룸","23.14","2층/4층","남동","가능","즉시 입주 (협의 가능)","2004.02.04","단독주택","벽걸이형; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","","https://d1774jszgerdmk.cloudfront.net/1024/noHdZLWDLEZH6tiltNxbK","https://d1774jszgerdmk.cloudfront.net/1024/9DW_1APjfXnxaEHWAnQBs",""
"dabang","57156012","6a0e5933bd531e5b305042df","https://www.dabangapp.com/room/6a0e5933bd531e5b305042df","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2785587454153","127.044390364717","dong_only_ask_agency_for_exact_jibun","H 아주대 초근접, 리모델링 풀옵션, 인기매물 H","500","55","8","63","원룸","19.83","3층/3층","남","불가능","2026.06.30 (협의 가능)","1996.05.17","단독주택","벽걸이형; 침대; 책상; 옷장; 냉장고; 세탁기; 싱크대; 인덕션; 전자레인지","","https://d1774jszgerdmk.cloudfront.net/1024/0Fh9FNwiXqYece7PO0X7J","https://d1774jszgerdmk.cloudfront.net/1024/lhYP-quVW_Te0t7JeWGxw",""
"dabang","57106203","6a0a7bcd8fe99141a86fa78c","https://www.dabangapp.com/room/6a0a7bcd8fe99141a86fa78c","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2785587454153","127.044390364717","dong_only_ask_agency_for_exact_jibun","8전속매물,리모델링 화이트톤 공용건조기까지8","500","57","8","65","원룸","19.83","3층/3층","남","불가능","2026.06.28 (협의 가능)","1996.05.17","제2종근린생활시설","벽걸이형; 침대; 책상; 냉장고; 세탁기; 싱크대; 인덕션; 전자레인지; 붙박이장","","https://d1774jszgerdmk.cloudfront.net/1024/p9E_pn61Y0l0DRDfmT4bz","https://d1774jszgerdmk.cloudfront.net/1024/QWaUdFWIy81wdIZ0Gqo98",""
"dabang","57001303","6a0199e8b6cdcd2a42e1af9d","https://www.dabangapp.com/room/6a0199e8b6cdcd2a42e1af9d","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2776077536346","127.04301869263001","dong_only_ask_agency_for_exact_jibun","oO ㅣ화이트톤 풀옵션ㅣ7월입주ㅣ아주대 도보 3분ㅣOo","500","56","10","66","원룸","23.14","1층/3층","북","불가능","2026.06.30 (협의 가능)","2005.06.28","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","","https://d1774jszgerdmk.cloudfront.net/1024/fbXtWSErwi5qo1C8JQxAX","https://d1774jszgerdmk.cloudfront.net/1024/Sypqno66_doyNI0PNRMzc",""
"dabang","56959633","69fda849673db43bb5a43000","https://www.dabangapp.com/room/69fda849673db43bb5a43000","런공인중개사사무소","김지연","031-213-5888","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2776077536346","127.04301869263","dong_only_ask_agency_for_exact_jibun","H 간호사,여학생 추천, 조용한 주거환경, 선착순 H","500","56","10","66","원룸(분리형)","23.14","1층/3층","남서","가능","2026.07.15 (협의 가능)","2005.06.28","단독주택","벽걸이형; 책상; 신발장; 냉장고; 세탁기; 인덕션","","https://d1774jszgerdmk.cloudfront.net/1024/goEG9wqgz222rmiRCE1s0","https://d1774jszgerdmk.cloudfront.net/1024/T7wppR4Cj4kSOWs-KOheG",""
"dabang","57029307","6a03e14e376c82774bd48e37","https://www.dabangapp.com/room/6a03e14e376c82774bd48e37","매탄호수공인중개사사무소","정순연","031-214-8183","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2737874480021","127.042727877867","dong_only_ask_agency_for_exact_jibun","아주대삼거리 초입 + 신축급 분리형 원룸 +","300","35","8","43","원룸(분리형)","19.83","1층/4층","북","가능","즉시 입주","2011.09.16","제2종근린생활시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 화재경보기","카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/viUOyBfYajCpjtj4ibeLD","https://d1774jszgerdmk.cloudfront.net/1024/RMZpA4JJHZlhWYgh3GSiX",""
"dabang","57029226","6a03e0c2a0fa387bef05f530","https://www.dabangapp.com/room/6a03e0c2a0fa387bef05f530","매탄호수공인중개사사무소","정순연","031-214-8183","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2737651616","127.0445228504","dong_only_ask_agency_for_exact_jibun","아주대삼거리초입 I 큰방 분리형구조 I 보증금 조정가능","500","51","9","60","원룸(분리형)","29.75","2층/4층","동","가능","즉시 입주","2008.07.10","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 붙박이장; 베란다","","https://d1774jszgerdmk.cloudfront.net/1024/hXZABWmmps8wFAHZA5WDR","https://d1774jszgerdmk.cloudfront.net/1024/3iJr_DgEJa3MIHPitTAIv",""
"dabang","56560287","69deec60c0690b3f9050a628","https://www.dabangapp.com/room/69deec60c0690b3f9050a628","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.27459346","127.046241672","dong_only_ask_agency_for_exact_jibun","ll MoA ll 초저렴o 넓은구조o 저렴한가격o","300","30","10","40","원룸","19.83","2층/4층","서","가능","즉시 입주 (협의 가능)","1993.09.14","단독주택","벽걸이형; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","카드키; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/lC8elIj9mTXiRUnhMJ2Op","https://d1774jszgerdmk.cloudfront.net/1024/n5R5i32cMOKxiExr2Sy2V",""
"dabang","57092021","6a082e1dabbd750d5a316f80","https://www.dabangapp.com/room/6a082e1dabbd750d5a316f80","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2770857609069","127.041304515359","dong_only_ask_agency_for_exact_jibun","ll MoA ll 전속매물o 완전풀옵션o 깔끔내부o 꿀매물o","3000","32","8","40","원룸(분리형)","23.14","4층/4층","서","가능","2026.07.10 (협의 가능)","2006.03.17","단독주택","벽걸이형; 침대; 책상; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 전자레인지; TV; 붙박이장; 베란다","카드키; CCTV","https://d1774jszgerdmk.cloudfront.net/1024/wEl97XiCyElf3HbqbSJz3","https://d1774jszgerdmk.cloudfront.net/1024/cDLb5hVt2MClScK57t_db",""
"dabang","57126642","6a0bc7e971e82660de8fac69","https://www.dabangapp.com/room/6a0bc7e971e82660de8fac69","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2739669010654","127.044771020618","dong_only_ask_agency_for_exact_jibun","MOAㅣ갓성비원룸ㅣㅡ햇빛이 쏟아져요ㅡㅣ먼저 선점 하세요ㅣ아주대O","500","35","12","47","원룸","16.52","5층/7층","남","가능","2025.08.15","2012.06.04","제2종근린생활시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션","","https://d1774jszgerdmk.cloudfront.net/1024/B440eLPkr-uNaHfTbZv10","https://d1774jszgerdmk.cloudfront.net/1024/pKAxOlJ5BxyVZTqyHFQa0",""
"dabang","57147255","6a0d390a28f1a22df12e8cdd","https://www.dabangapp.com/room/6a0d390a28f1a22df12e8cdd","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2739669010654","127.044771020618","dong_only_ask_agency_for_exact_jibun","ll MoA ll 핵저렴o 남향o 채광좋은원룸o 엘베보유o 주차o","500","35","12","47","원룸","19.0","5층/7층","남","가능","즉시 입주 (협의 가능)","2012.05.21","제2종근린생활시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 화재경보기; 테라스","비디오폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/PKcC-LZ-NzLlO84XF_Hgb","https://d1774jszgerdmk.cloudfront.net/1024/Raj6Q9SFaKVPrpPVExEvG",""
"dabang","56988525","6a0144b408af870cbb18a6ac","https://www.dabangapp.com/room/6a0144b408af870cbb18a6ac","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2737940423","127.044396587","dong_only_ask_agency_for_exact_jibun","-MoA- 갓성비 최고, 깔끔한 방, 주방 분리형, 빠른 입주 가능","1000","40","8","48","원룸(분리형)","19.83","4층/4층","서","가능","즉시 입주 (협의 가능)","2011.12.27","제2종근린생활시설","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 인덕션","카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/7PFGgZRbsxyuM3MSn7MSe","https://d1774jszgerdmk.cloudfront.net/1024/HpjkB1YKb3CkWUmFUzN5T",""
"dabang","56987973","6a0143588a1b4c1b1b0bea3f","https://www.dabangapp.com/room/6a0143588a1b4c1b1b0bea3f","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2737940423","127.044396587","dong_only_ask_agency_for_exact_jibun","ll MoA ll 분리형원룸o 가성비최고o 깔끔내부o","1000","40","8","48","원룸(분리형)","23.14","4층/4층","동","가능","즉시 입주 (협의 가능)","2011.12.27","제2종근린생활시설","벽걸이형; 침대; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 화재경보기","인터폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/p73nOwvfmkaRDWPQtovYk","https://d1774jszgerdmk.cloudfront.net/1024/-cociJfnPxjAje52efVDB",""
"dabang","56905523","69fab1584e46125c8f209f64","https://www.dabangapp.com/room/69fab1584e46125c8f209f64","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2762024203","127.0422150847","dong_only_ask_agency_for_exact_jibun","MOAㅣ깔끔원룸ㅣㅡ화이트톤 원룸ㅡㅣ안전한매물ㅣ 베란다보유","2000","35","15","50","원룸","19.83","2층/4층","북동","가능","즉시 입주 (협의 가능)","2004.01.06","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","","https://d1774jszgerdmk.cloudfront.net/1024/EiuMeLSxvBIy6hcDGZ_jM","https://d1774jszgerdmk.cloudfront.net/1024/j44f7XwvSf-QdOXDwsdA0",""
"dabang","57135585","6a0c0ead3969f265149757f7","https://www.dabangapp.com/room/6a0c0ead3969f265149757f7","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2736355334","127.0441980537","dong_only_ask_agency_for_exact_jibun","-MoA- 가성비 최고, 넓은 사이즈, 주방 분리형, 베란다까지","500","41","9","50","원룸(분리형)","23.14","3층/3층","남동","가능","2026.05.29","2002.07.31","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 붙박이장; 베란다","인터폰; 카드키","https://d1774jszgerdmk.cloudfront.net/1024/GRDEZMmNzrc_RngR9utqs","https://d1774jszgerdmk.cloudfront.net/1024/MvHZDrVExeB-ZFQoycxN1",""
"dabang","57091889","6a082af3a30ac0641a3266f0","https://www.dabangapp.com/room/6a082af3a30ac0641a3266f0","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2764476249518","127.041872448496","dong_only_ask_agency_for_exact_jibun","ll MoA ll  초특가o 떳다o 엘베o 가성비최고o","500","45","10","55","원룸","23.14","3층/5층","서","가능","2026.06.30 (협의 가능)","2010.08.16","제2종근린생활시설","벽걸이형; 책상; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 붙박이장; 화재경보기","인터폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/fuDmPt1GBdTvHgekVpeoE","https://d1774jszgerdmk.cloudfront.net/1024/uEJpuG54Nkx850StS8Zs6",""
"dabang","57057991","6a05844cf5f32e15787c8da0","https://www.dabangapp.com/room/6a05844cf5f32e15787c8da0","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2764476249518","127.041872448496","dong_only_ask_agency_for_exact_jibun","-MoA- 떳다 꿀 매물,위치, 구조, 채광, 가성비 모두 최고","500","45","10","55","원룸","23.14","3층/6층","서","가능","2026.06.30 (협의 가능)","2010.08.16","제2종근린생활시설","벽걸이형; 책상; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 붙박이장; 화재경보기","인터폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/ko3FxzizFg8nGCTkQCHtn","https://d1774jszgerdmk.cloudfront.net/1024/0YCJ6QwJR39SmV0mlh_jH",""
"dabang","57164056","6a0e91ff424ac10c211b87b9","https://www.dabangapp.com/room/6a0e91ff424ac10c211b87b9","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2742162698047","127.042931072015","dong_only_ask_agency_for_exact_jibun","MOAㅣ주차가능ㅣㅡ화이트톤 대형 원룸ㅡㅣ베란다ㅣ주방분리형","1000","50","5","55","원룸(분리형)","26.44","2층/4층","남동","가능","2026.06.30","2004.06.12","단독주택","벽걸이형; 옷장; 냉장고; 세탁기; 싱크대; 인덕션","","https://d1774jszgerdmk.cloudfront.net/1024/D7YC7-6DCa-YebI7TXt5h","https://d1774jszgerdmk.cloudfront.net/1024/ieHxJtYFrpIhdnEUy1HyF",""
"dabang","57145373","6a0d24f424493050c94ae78b","https://www.dabangapp.com/room/6a0d24f424493050c94ae78b","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2742162698047","127.042931072015","dong_only_ask_agency_for_exact_jibun","-MoA- 왕 넓은 분리형, 채광 최고, 베란다까지, 보증금 조절가능","1000","50","5","55","원룸(분리형)","26.44","2층/4층","북동","가능","2026.06.30 (협의 가능)","2004.06.12","단독주택","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 화재경보기; 베란다","인터폰; 카드키; CCTV","https://d1774jszgerdmk.cloudfront.net/1024/qMNz7RXH7HZwI1m3F7BIi","https://d1774jszgerdmk.cloudfront.net/1024/E8ahyGmcf3QT21tDCtUZA",""
"dabang","57092103","6a08301105fd4908fe1aa0bd","https://www.dabangapp.com/room/6a08301105fd4908fe1aa0bd","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2773727917","127.0448812832","dong_only_ask_agency_for_exact_jibun","ll MoA ll 남향o 채광좋음o 깔끔한내부o 풀옵션o 학교앞원룸o","500","48","10","58","원룸","23.14","3층/4층","남동","가능","즉시 입주 (협의 가능)","2011.12.30","제2종근린생활시설","벽걸이형; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 전자레인지; 화재경보기; 테라스","인터폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/K_es1_U5vQOu_ihG0UaY5","https://d1774jszgerdmk.cloudfront.net/1024/7wuqWcWoKmBeahQYjl7qf",""
"dabang","56994122","6a016619520a5f31459451d8","https://www.dabangapp.com/room/6a016619520a5f31459451d8","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2765628250732","127.042246857237","dong_only_ask_agency_for_exact_jibun","ll MoA ll 아주대원픽o 오피스텔형o 정남향o 엘베o","1000","50","8","58","원룸","14.71","4층/5층","동","가능","2026.06.01 (협의 가능)","2013.08.27","공동주택","벽걸이형; 책상; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; TV; 붙박이장; 화재경보기","인터폰; 카드키; CCTV; 현관보안; 방범창","https://d1774jszgerdmk.cloudfront.net/1024/iMH91U_bTW4prwXXghNP4","https://d1774jszgerdmk.cloudfront.net/1024/ZHR1k8lpTxC7AvisOvAEs",""
"dabang","57132970","6a0bfa7773e921031fe06607","https://www.dabangapp.com/room/6a0bfa7773e921031fe06607","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2780582800928","127.043000907941","dong_only_ask_agency_for_exact_jibun","ll MoA ll 채광좋음o 완전깔끔o 넓은구조o 무융자o","500","50","10","60","원룸(분리형)","23.14","2층/4층","남","가능","즉시 입주 (협의 가능)","2008.08.29","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/KCwaSAAcBGxamcSWlcQbH","https://d1774jszgerdmk.cloudfront.net/1024/yGit8ZUYDzg12fvX64Rw2",""
"dabang","57135022","6a0c0a5e8797d14ba37b8238","https://www.dabangapp.com/room/6a0c0a5e8797d14ba37b8238","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2780582800928","127.043000907941","dong_only_ask_agency_for_exact_jibun","I MoA I 왕 넓은 분리형, 남향, 학교 정문 도보 4분","500","50","10","60","원룸(분리형)","23.14","2층/3층","남","가능","즉시 입주 (협의 가능)","2008.08.29","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/4yNi_OaeYGQ0sJlgQbpqQ","https://d1774jszgerdmk.cloudfront.net/1024/yVSLjboODioCuMzoDvxP6",""
"dabang","56480154","69d856283fd32272557d7f94","https://www.dabangapp.com/room/69d856283fd32272557d7f94","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2759967987","127.0427291266","dong_only_ask_agency_for_exact_jibun","MoA 리모델링, 깔끔한 컨디션, 채광 좋은 방, 베란다까지","500","42","21","63","원룸","23.14","3층/4층","북","가능","2025.12.21 (협의 가능)","2004.01.06","단독주택","벽걸이형; 침대; 책상; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 붙박이장; 베란다","인터폰; 카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/DiYHg-DUnx_DWHLWO11Kl","https://d1774jszgerdmk.cloudfront.net/1024/3B-KzVOxmkvuzIBu0Qcsa",""
"dabang","56992930","6a015ec14e0dac0de4c0015d","https://www.dabangapp.com/room/6a015ec14e0dac0de4c0015d","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동","37.2759967987","127.0427291266","dong_only_ask_agency_for_exact_jibun","MOAㅣ도배장판완료Oㅣㅡ에어컨교체완료ㅡㅣ보안Oㅣ풀옵션O","500","42","21","63","원룸","23.14","3층/4층","북","가능","즉시 입주","2004.01.06","단독주택","벽걸이형; 침대; 책상; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 붙박이장","","https://d1774jszgerdmk.cloudfront.net/1024/0yJOUQdBDkQfZ3dCyRAVH","https://d1774jszgerdmk.cloudfront.net/1024/qtcnxJkdpUhoSjmxA4AcL",""
"dabang","56988515","6a0144abaeed4e066c5b71d3","https://www.dabangapp.com/room/6a0144abaeed4e066c5b71d3","모아공인중개사사무소","서대현","031-895-6170","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2743691476369","127.048379297994","dong_only_ask_agency_for_exact_jibun","-MoA- 넓은 사이즈, 주방 분리형, 남동향, 베란다까지","500","53","10","63","원룸(분리형)","23.14","2층/4층","남동","가능","즉시 입주 (협의 가능)","2004.02.04","단독주택","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","카드키; CCTV; 현관보안","https://d1774jszgerdmk.cloudfront.net/1024/NH1Br2BmdtF73Zy8PeKg2","https://d1774jszgerdmk.cloudfront.net/1024/4_2u5ZKQ6ZjncR01W-Z1R",""
