"source","listing_no","room_id","url","agency","agent_name","agent_phone","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","area_m2","floor","direction","parking","move_in","approval_date","building_use","options","security_options","image_1","image_2","crawl_note"
"naver_land","2627543916","2627543916","https://new.land.naver.com/rooms?articleNo=2627543916","-","","","","광교경동해피리움","37.290355","127.045421","naver_public_listing_level","공실, 즉시 입주 가능","12200","26","","26","오피스텔","53/22","11/15","남서향","","","2026.05.21","오피스텔","['15년이내', '소형평수', '화장실한개', '방한개']; 공실, 즉시 입주 가능","","https://landthumb-phinf.pstatic.net/20260521_297/1779331290309eUJg5_JPEG/2627543916_20260521114127318976.jpg","","Captured from Naver Land article list API."
"naver_land","2627762862","2627762862","https://new.land.naver.com/rooms?articleNo=2627762862","36.5 공인중개사사무소","","","","광교더샵레이크파크","37.286969","127.061862","naver_public_listing_level","전입및전세대출가능,입주일협의가능,호수뷰,맞통풍인기구조,풀옵션,커뮤니티좋음","33000","20","","20","오피스텔","96/48","저/35","남향","","","2026.05.22","오피스텔","['10년이내', '융자금없는', '화장실한개', '방한개']; 전입및전세대출가능,입주일협의가능,호수뷰,맞통풍인기구조,풀옵션,커뮤니티좋음","","https://landthumb-phinf.pstatic.net/20260522_160/1779418742763FJD26_JPEG/2627762862_20260522115901346260.jpg","","Captured from Naver Land article list API."
"naver_land","2625750830","2625750830","https://new.land.naver.com/rooms?articleNo=2625750830","36.5 공인중개사사무소","","","","힐스테이트광교","37.284704","127.063948","naver_public_listing_level","예쁜호수뷰와 숲뷰,풀옵션2룸.전입및전세대출가능,입주일협의가능","35000","","","","오피스텔","97/41","3/19","남서향","","","2026.05.12","오피스텔","['10년이내', '융자금없는', '화장실한개', '방두개']; 예쁜호수뷰와 숲뷰,풀옵션2룸.전입및전세대출가능,입주일협의가능","","https://landthumb-phinf.pstatic.net/20260513_102/1778651001656m7rWR_JPEG/2625750830_20260513144320399030.jpg","","Captured from Naver Land article list API."
"naver_land","2627036633","2627036633","https://new.land.naver.com/rooms?articleNo=2627036633","365부동산공인중개사사무소","","","","일반원룸","37.255718","127.061556","naver_public_listing_level","영통역 도보권. 단기가능. 착한전세","2000","20","","20","원룸","26/23","6/6","남서향","","","2026.05.19","방","['25년이내', '화장실한개', '소형평수', '방한개']; 영통역 도보권. 단기가능. 착한전세","","https://landthumb-phinf.pstatic.net/20260519_193/1779181308403TzUog_JPEG/PM-1.P-eq/59b8bd04e566bab11a487d41c876d2e2.jpg","","Captured from Naver Land article list API."
"naver_land","2625920494","2625920494","https://new.land.naver.com/rooms?articleNo=2625920494","365부동산공인중개사사무소","","","","일반원룸","37.257238","127.060289","naver_public_listing_level","밝고 넓은방. 주변편의시설풍부","2000","30","","30","원룸","33/28","6/6","동향","","","2026.05.13","방","['25년이내', '화장실한개', '소형평수', '방한개']; 밝고 넓은방. 주변편의시설풍부","","https://landthumb-phinf.pstatic.net/20260513_138/1778674548738Exm6r_JPEG/PM-1.P-eq/25479daab94523d705c47abe47ad5a2c.jpg","","Captured from Naver Land article list API."
"naver_land","2625602367","2625602367","https://new.land.naver.com/rooms?articleNo=2625602367","365부동산공인중개사사무소","","","","일반원룸","37.255318","127.060919","naver_public_listing_level","보증금100실화. 밝은방. 깔끔. 분리형","100","30","","30","원룸","26/23","2/7","북향","","","2026.05.12","방","['15년이내', '세대분리', '화장실한개', '소형평수']; 보증금100실화. 밝은방. 깔끔. 분리형","","https://landthumb-phinf.pstatic.net/20260512_95/1778586752198NNz25_JPEG/PM-1.P-eq/110da0adaa2ed5ca19d629dce1143b46.jpg","","Captured from Naver Land article list API."
"naver_land","2627452181","2627452181","https://new.land.naver.com/rooms?articleNo=2627452181","365부동산공인중개사사무소","","","","일반원룸","37.258799","127.058917","naver_public_listing_level","베란다굿. 가성비굿","300","35","","35","원룸","23","2/7","북서향","","","2026.05.21","방","['25년이내', '화장실한개', '방한개', '주방분리']; 베란다굿. 가성비굿","","https://landthumb-phinf.pstatic.net/20260521_120/1779352379650H4v0r_JPEG/PM-1.P-eq/cfbab2f744a372f0fe0db911d5ab7a4f.jpg","","Captured from Naver Land article list API."
"naver_land","2627455311","2627455311","https://new.land.naver.com/rooms?articleNo=2627455311","365부동산공인중개사사무소","","","","일반원룸","37.254872","127.05946","naver_public_listing_level"," 깔끔해서 인기. 영통역도보권. 단기가능","300","35","","35","원룸","26/21","5/7","남향","","","2026.05.21","방","['15년이내', '화장실한개', '소형평수', '방한개'];  깔끔해서 인기. 영통역도보권. 단기가능","","https://landthumb-phinf.pstatic.net/20260521_27/1779352283915Q9OS7_JPEG/PM-1.P-eq/f5312ad8e30b6383971f0e7ce35067d7.jpg","","Captured from Naver Land article list API."
"naver_land","2625561761","2625561761","https://new.land.naver.com/rooms?articleNo=2625561761","365부동산공인중개사사무소","","","","일반원룸","37.264978","127.060331","naver_public_listing_level","단기로 딱. 월세걱정노노. 흥덕IT밸리,광교인접","200","35","","35","원룸","26/21","5/7","북동향","","","2026.05.12","방","['15년이내', '화장실한개', '소형평수', '방한개']; 단기로 딱. 월세걱정노노. 흥덕IT밸리,광교인접","","https://landthumb-phinf.pstatic.net/20260512_90/17785868770879JCvl_JPEG/PM-1.P-eq/916534c60ef14a4dc55fd56b7b3a705e.jpg","","Captured from Naver Land article list API."
"naver_land","2627454828","2627454828","https://new.land.naver.com/rooms?articleNo=2627454828","365부동산공인중개사사무소","","","","일반원룸","37.25436","127.062104","naver_public_listing_level","넓은방. 채광굿. 영통역도보권","300","36","","36","원룸","29/26","4/6","서향","","","2026.05.21","방","['25년이내', '화장실한개', '소형평수', '방한개']; 넓은방. 채광굿. 영통역도보권","","https://landthumb-phinf.pstatic.net/20260521_81/1779352293378BymAA_JPEG/PM-1.P-eq/417b64dbf2114a476a2cca843be0f8b9.jpg","","Captured from Naver Land article list API."
